Operon,Length (nt),ID,Bin #,Posi,Posi_err,Lifetime,Lifetime_err,Chisq
thrLABC,4831,1,0,0.0167952,0.0727031,1.80595,0.0433321,203.706
thrLABC,4831,1,1,-0.262419,0.26816,3.40423,0.207254,11.3772
thrLABC,4831,1,2,-0.165712,0.259134,3.36143,0.199294,18.1508
thrLABC,4831,1,3,1.08377,0.281784,2.71398,0.194196,9.36144
thrLABC,4831,1,4,1.17753,0.312502,3.30889,0.248703,4.47463
thrLABC,4831,1,5,1.30585,0.245042,2.8327,0.177241,20.1385
thrLABC,4831,1,6,2.5486,0.350314,2.86582,0.278141,6.80285
thrLABC,4831,1,7,2.34585,0.310385,2.71078,0.222703,10.9983
thrLABC,4831,1,8,-0.265813,0.263574,3.98177,0.227838,13.6365
thrLABC,4831,1,9,0.645666,0.304959,3.90497,0.277868,15.7869
thrLABC,4831,1,10,1.22478,0.260933,3.41768,0.216851,16.6932
thrLABC,4831,1,11,1.47114,0.533049,5.58555,0.702238,13.3836
thrLABC,4831,1,12,1.85215,0.374549,4.67109,0.426301,11.0485
thrLABC,4831,1,13,3.13607,0.405815,3.62111,0.422409,3.79607
thrLABC,4831,1,14,2.78595,0.386695,4.01009,0.430779,9.33662
thrLABC,4831,1,15,2.51335,0.355783,3.5885,0.339925,14.5639
yaaA,777,3,0,0.0796751,0.183965,2.31985,0.113509,10.3445
yaaA,777,3,1,1.32408,0.163131,1.90764,0.09677,9.70699
talB,954,5,0,0.275148,0.105597,5.4021,0.120832,16.1737
talB,954,5,1,0.962484,0.0894822,4.57056,0.0964011,18.3556
talB,954,5,2,0.947257,0.114377,5.11907,0.134877,11.5414
mog,588,6,0,0.174672,0.148771,2.83538,0.103789,31.3208
yaaH,567,7,0,-0.362131,0.52102,7.09375,0.718692,7.95878
dapB,822,13,0,-0.417036,0.413455,5.73358,0.465955,23.9268
dapB,822,13,1,1.62872,0.367171,4.85201,0.409541,11.9961
folA,480,18,0,0.256648,0.0890695,1.79282,0.0541128,25.7387
djlA,816,19,0,0.166541,0.206968,1.69058,0.121768,14.2845
djlA,816,19,1,0.384839,0.174172,2.0222,0.110276,8.64795
hepA,2907,21,0,0.557745,0.0972212,1.90688,0.0572157,24.2006
hepA,2907,21,1,1.55112,0.151001,1.91498,0.0843917,19.4471
hepA,2907,21,2,1.44178,0.109646,2.08788,0.0682283,22.6342
hepA,2907,21,3,1.37291,0.0902803,1.82047,0.0524924,45.7674
hepA,2907,21,4,1.37046,0.105439,2.06247,0.0638921,40.9735
hepA,2907,21,5,1.35112,0.12181,2.24445,0.0761815,34.372
hepA,2907,21,6,2.6594,0.113035,1.76702,0.0661493,29.1202
hepA,2907,21,7,3.19966,0.143239,1.72069,0.0858179,12.8205
hepA,2907,21,8,2.84572,0.180559,2.18613,0.124646,16.2541
sgrST-setA,1433,27,0,11.2793,0.180559,168.001,0.124646,16.2541
sgrST-setA,1433,27,1,11.2793,0.180559,3,0.124646,16.2541
sgrST-setA,1433,27,2,11.2793,0.180559,3,0.124646,16.2541
sgrST-setA,1433,27,3,11.2793,0.180559,3,0.124646,16.2541
fruR,1005,30,0,0.590842,0.112948,1.76256,0.0670938,8.76325
fruR,1005,30,1,0.815202,0.164578,1.80119,0.104592,12.6387
fruR,1005,30,2,1.50494,0.220236,1.62971,0.118459,14.3115
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,0,0.261374,0.0703228,1.62128,0.042865,114.322
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,1,0.76984,0.0643476,1.38235,0.0396286,49.9855
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,2,0.881601,0.0833707,1.38381,0.0534679,70.2656
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,3,0.949255,0.0682887,1.20631,0.0438858,81.4711
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,4,1.40362,0.0610263,1.16754,0.0373715,168.011
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,5,1.63795,0.0889354,1.01692,0.0480315,70.1136
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,6,1.90321,0.0744721,0.955895,0.0428067,66.219
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,7,1.74276,0.131313,0.975098,0.072793,33.3102
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,8,0.877932,0.141023,1.35934,0.0892258,62.7791
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,9,-4.22022,1.12079,31.138,3.90381,291.865
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,10,0.941145,0.148779,1.69046,0.0978397,56.0903
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,11,1.64155,0.190392,1.9781,0.110596,32.3886
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,12,3.25336,0.114677,1.38613,0.0631715,34.2233
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,13,3.81323,0.101635,1.29452,0.062427,20.6644
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,14,3.60631,0.0753648,1.2595,0.0434937,25.1877
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,15,3.52443,0.0925675,1.4612,0.0554081,39.2873
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,16,4.01495,0.122918,1.25742,0.0635463,27.4011
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,17,4.63736,0.093288,1.19576,0.0566518,12.4281
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,18,4.64731,0.0915802,1.23996,0.0563909,3.46306
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,19,4.69892,0.0979806,1.26962,0.0625318,6.49922
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,20,4.85907,0.0901471,1.17298,0.0580471,24.7276
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,21,5.20591,0.129892,0.978724,0.0657126,26.4642
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,22,3.70651,0.103245,1.72795,0.0679366,88.2352
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,23,5.60263,0.127411,1.165,0.0853807,43.828
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,24,5.73179,0.0911462,1.08471,0.0609302,30.8529
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,25,4.92798,0.0978268,1.58567,0.074098,87.9527
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,26,4.77777,0.0804305,1.4665,0.054935,178.519
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,27,4.91186,0.0781663,1.52675,0.0571385,116.392
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,28,6.14028,0.13328,1.08889,0.089944,61.2641
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,29,5.70831,0.106848,1.35105,0.0791427,115.822
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,30,5.79789,0.103165,1.3179,0.0783228,91.0621
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,31,6.45807,0.109758,1.05399,0.085251,213.418
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,32,3.60684,0.203494,3.09645,0.199877,172.117
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,33,-0.316475,0.173972,4.68472,0.169096,257.23
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,34,0.0153085,0.415905,7.34971,0.604067,131.406
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,35,-0.211527,0.296325,7.02764,0.412326,154.903
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,36,-1.24187,0.579353,9.81067,0.950065,126.42
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,37,2.29281,0.257673,4.90667,0.3039,118.931
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,38,1.2355,0.291797,6.73833,0.429825,126.523
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,39,1.49378,0.374713,8.97845,0.7566,98.1788
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,40,-3.78389,1.63817,22.4681,4.33519,70.7038
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,41,0.719846,1.89624,38.5024,15.0609,39.9454
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,42,-4.21582,1.50385,22.4107,3.77442,54.3755
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,43,0.0461117,0.951343,23.3971,4.1905,27.1429
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,44,8.15921,,2.90575,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,45,8.55829,,4.81856,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,46,9.3064,,8.08098,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,47,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,48,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,49,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,50,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,51,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,52,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,53,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,54,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,55,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,56,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,57,9.3064,,3,,13.6359
mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17841,31,58,9.3064,,3,,13.6359
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,0,0.918865,0.0801337,1.40056,0.0518953,61.8974
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,1,0.822257,0.0724145,1.26379,0.0452345,69.8511
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,2,1.39976,0.0753251,1.09989,0.0459217,82.1728
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,3,1.4679,0.0591867,1.10004,0.0369383,160.705
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,4,1.84789,0.0680511,1.00931,0.0384379,70.541
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,5,1.84912,0.119031,0.945918,0.067838,35.342
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,6,1.75571,0.110317,0.85545,0.0617814,51.9332
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,7,1.36372,0.173304,1.37676,0.103142,54.7232
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,8,-4.13285,1.04679,29.4909,3.48762,309.123
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,9,0.497843,0.221623,2.10198,0.14745,23.0031
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,10,1.82452,0.130125,1.98109,0.0758424,75.7599
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,11,3.58503,0.104127,1.31145,0.0611141,29.9777
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,12,3.61223,0.080489,1.22122,0.0460281,38.6238
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,13,3.78305,0.0883639,1.40247,0.0557981,8.58827
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,14,3.41667,0.0871745,1.4459,0.0504678,58.3779
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,15,4.43855,0.0979268,1.18779,0.0557735,18.2116
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,16,4.61782,0.093065,1.22285,0.0564132,15.1747
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,17,4.62147,0.0919512,1.22254,0.0562282,12.1169
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,18,4.74979,0.110006,1.3299,0.0728815,26.9449
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,19,5.25285,0.118157,0.866878,0.056932,23.7725
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,20,4.85758,0.105583,1.32218,0.0717179,37.9292
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,21,5.29473,0.130128,1.03583,0.0714135,116.136
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,22,5.65183,0.121611,1.18041,0.083355,38.2596
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,23,5.72081,0.0924694,1.10745,0.0621587,33.7841
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,24,4.66729,0.087592,1.53738,0.0595364,276.37
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,25,5.67128,0.0948978,1.17538,0.0653449,18.6747
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,26,5.92277,0.0764085,1.11608,0.0566876,94.3428
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,27,5.83301,0.0901755,1.23953,0.0672452,80.3742
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,28,5.69395,0.111978,1.3731,0.0837912,134.11
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,29,6.42366,0.0962301,0.944728,0.0679677,192.851
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,30,6.69753,0.106368,1.10188,0.0968891,67.289
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,31,6.21882,0.12654,1.05261,0.086635,483.63
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,32,5.89274,0.104318,1.53581,0.0924693,779.394
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,33,6.74276,0.10504,1.23995,0.105671,179.063
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,34,6.60946,0.130594,1.42983,0.136579,279.407
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,35,6.45315,0.111942,1.45779,0.109079,364.883
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,36,6.90232,0.0998607,1.46952,0.1248,44.0292
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,37,6.59567,0.121647,1.67105,0.141434,131.175
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,38,6.81312,0.173454,2.52244,0.329416,141.579
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,39,7.94219,0.121088,1.46649,0.260808,57.4347
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,40,7.37548,0.279437,2.33368,0.561807,146.7
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,41,7.77891,0.305079,3.2423,1.18943,18.0473
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,42,7.53314,0.228588,2.4789,0.552129,49.4844
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,43,7.10293,0.683095,4.74618,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,44,9.552,0.683095,27.4826,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,45,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,46,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,47,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,48,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,49,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,50,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,51,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,52,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,53,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,54,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,55,9.552,0.683095,3,2.25901,29.2469
mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,17381,32,56,9.552,0.683095,3,2.25901,29.2469
lpxC,918,33,0,-3.80733,0.188569,6.75217,0.157079,1515.75
lpxC,918,33,1,-2.85793,0.325002,10.5847,0.458769,284.508
lpxC,918,33,2,-3.85279,0.459635,12.4124,0.67613,398.653
secMA-mutT,3729,34,0,-6.68667,0.997709,7.33191,0.663664,249.344
secMA-mutT,3729,34,1,-0.92703,0.277049,4.12376,0.23385,232.181
secMA-mutT,3729,34,2,0.193054,0.110532,2.5752,0.0782976,289.857
secMA-mutT,3729,34,3,-0.225532,0.163397,3.45996,0.13538,219.777
secMA-mutT,3729,34,4,0.417216,0.0987138,2.55551,0.0714839,218.249
secMA-mutT,3729,34,5,0.519711,0.103481,2.26972,0.0688936,204.458
secMA-mutT,3729,34,6,0.633857,0.0999751,2.42303,0.0686842,190.621
secMA-mutT,3729,34,7,0.406645,0.122865,2.7189,0.0889376,70.9803
secMA-mutT,3729,34,8,0.904205,0.0827617,2.47165,0.059398,111.495
secMA-mutT,3729,34,9,1.4245,0.0934547,2.41429,0.0648136,54.3669
secMA-mutT,3729,34,10,1.73617,0.111298,2.85498,0.0841984,27.1423
secMA-mutT,3729,34,11,1.44857,0.291624,2.88097,0.22667,27.61
guaC,1044,35,0,-2.25789,1.56322,20.2227,4.46591,9.0913
guaC,1044,35,1,-0.189371,0.552905,10.8302,1.165,25.3319
guaC,1044,35,2,-5.35194,2.2252,19.0898,4.25762,39.7505
nadC,894,37,0,0.205476,0.229035,2.2313,0.147579,15.9659
nadC,894,37,1,0.489934,0.20648,2.13302,0.134819,11.0719
ampDE,1403,38,0,-0.835626,0.501007,3.57693,0.374817,15.0546
ampDE,1403,38,1,0.104341,0.31174,2.62154,0.214572,18.8904
ampDE,1403,38,2,0.42424,0.288102,2.05046,0.201548,36.3674
ampDE,1403,38,3,0.146751,0.425035,2.89027,0.309938,20.3041
aroP,1374,39,0,-0.418202,0.720434,7.05675,0.993134,13.8048
aroP,1374,39,1,0.121977,0.469126,5.08465,0.503756,9.90466
aroP,1374,39,2,-1.05745,0.460607,5.54876,0.46497,18.304
aroP,1374,39,3,-0.248863,0.497034,5.94452,0.593926,12.9857
aceEF,4571,40,0,1.96254,0.033638,3.37334,0.0291815,613.494
aceEF,4571,40,1,1.74895,0.0691893,5.09133,0.0816284,444.856
aceEF,4571,40,2,2.59012,0.047262,3.55996,0.0446169,310.602
aceEF,4571,40,3,3.63695,0.0408236,2.95435,0.0400618,212.331
aceEF,4571,40,4,3.27486,0.074705,4.44694,0.095503,174.678
aceEF,4571,40,5,2.30949,0.0518824,4.05943,0.0518066,872.887
aceEF,4571,40,6,2.74682,0.0847182,5.51324,0.122025,398.992
aceEF,4571,40,7,3.34089,0.0511791,3.78271,0.0578093,90.6444
aceEF,4571,40,8,2.60847,0.0913441,5.85263,0.135368,152.408
aceEF,4571,40,9,2.74624,0.0711555,4.97969,0.094431,318.864
aceEF,4571,40,10,2.25231,0.0781713,4.65855,0.0884118,825.027
aceEF,4571,40,11,1.10221,0.0529849,5.17871,0.0602404,1320.3
aceEF,4571,40,12,1.77412,0.0762577,6.63467,0.116288,279.596
aceEF,4571,40,13,4.03686,0.071973,4.27572,0.0971098,130.524
aceEF,4571,40,14,2.56861,0.107668,7.06836,0.191821,604.191
lpdA,1425,41,0,2.10026,0.128302,7.86793,0.229061,286.505
lpdA,1425,41,1,3.52768,0.0751029,6.09493,0.138614,93.1933
lpdA,1425,41,2,3.84541,0.0986599,7.3452,0.235962,41.8931
lpdA,1425,41,3,3.9402,0.0760009,6.59629,0.166974,163.815
acnB,2598,43,0,-0.427392,0.235379,11.1686,0.489585,38.7353
acnB,2598,43,1,-0.071172,0.160622,8.82578,0.284625,63.4002
acnB,2598,43,2,0.122406,0.251592,10.2424,0.504949,28.3834
acnB,2598,43,3,0.489086,0.130847,7.20974,0.202044,41.843
acnB,2598,43,4,-2.09062,0.708951,20.9318,2.14223,56.564
acnB,2598,43,5,-1.24957,0.440994,16.8149,1.21132,96.5596
acnB,2598,43,6,0.0611617,0.144522,7.68077,0.22032,73.9802
acnB,2598,43,7,0.864864,0.335605,12.2536,0.888403,33.9838
yacL,363,44,0,0.793728,0.241638,5.49131,0.297658,46.8491
yacC-speED,2130,45,0,-0.426467,0.165195,1.63394,0.0987375,58.9917
yacC-speED,2130,45,1,0.050524,0.344065,8.94443,0.608961,64.2856
yacC-speED,2130,45,2,-1.57069,0.455933,13.5485,0.964811,46.6127
yacC-speED,2130,45,3,-4.75525,2.11233,39.4763,8.79083,27.4316
yacC-speED,2130,45,4,-10,6.92839,78.0934,37.1438,36.2232
yacC-speED,2130,45,5,-6.60336,5.95446,93.0862,49.0669,17.6639
yacC-speED,2130,45,6,11.2521,5.95446,12.9206,49.0669,17.6639
gcd,2391,47,0,0.208012,0.104026,3.04467,0.0760771,42.7516
gcd,2391,47,1,1.07816,0.236939,3.76735,0.200616,33.4221
gcd,2391,47,2,1.43772,0.140631,3.19983,0.113076,38.6737
gcd,2391,47,3,1.88823,0.134193,3.2835,0.112366,31.0348
gcd,2391,47,4,-0.197869,0.221428,4.93773,0.225194,38.1574
gcd,2391,47,5,1.59945,0.205955,3.98311,0.192632,24.9914
gcd,2391,47,6,1.61219,0.171706,3.85029,0.156561,27.3859
hpt,537,48,0,0.635756,0.156916,5.38201,0.183476,37.0685
can,663,49,0,2.21736,0.0746278,2.45499,0.0486384,108.554
can,663,49,1,1.10449,0.0758737,3.12776,0.0569014,97.3943
yadGH,1694,50,0,1.56002,0.288985,4.71516,0.315857,9.54609
yadGH,1694,50,1,1.23866,0.314653,5.90429,0.412625,6.98211
yadGH,1694,50,2,3.56312,0.43857,5.37708,0.726847,17.4444
yadGH,1694,50,3,3.22926,0.412017,5.19682,0.604854,11.3501
yadGH,1694,50,4,0.397176,0.303966,6.46679,0.414089,4.40302
yadI,441,51,0,0.139861,0.25758,2.32002,0.163247,19.7807
panD,381,53,0,1.03595,0.106246,4.24968,0.100614,36.0734
sfsA-dksA,1338,56,0,1.27248,0.25668,2.02788,0.170369,57.3696
sfsA-dksA,1338,56,1,1.00062,0.454279,5.05197,0.510362,12.8845
sfsA-dksA,1338,56,2,-0.143831,0.524929,12.5308,1.27186,24.2501
